iter	Logloss
336	0.3083782196
337	0.3079251099
338	0.3074338786
339	0.3069342041
340	0.306529541
341	0.3062731425
342	0.3059058889
343	0.3054790751
344	0.3052661133
345	0.3049864451
346	0.3046358236
347	0.304123586
348	0.3035438792
349	0.3034417216
350	0.3030576324
351	0.3025888062
352	0.3022668457
353	0.3020184835
354	0.3015689596
355	0.3011657715
356	0.3006270345
357	0.3000819143
358	0.2995975494
359	0.2991045634
360	0.2988243612
361	0.2982320913
362	0.2977533468
363	0.2973540243
364	0.2969300079
365	0.2965261587
366	0.29620519
367	0.2958434041
368	0.29563797
369	0.2952588399
370	0.2949076335
371	0.2945246887
372	0.2942533875
373	0.2940611521
374	0.2937882487
375	0.2934242249
376	0.2929053752
377	0.2926323954
378	0.2923051453
379	0.291832428
380	0.2914766439
381	0.2910152944
382	0.2906994883
383	0.2903580475
384	0.2900531769
385	0.2895647176
386	0.2892893473
387	0.2888530477
388	0.2884802755
389	0.2880062358
390	0.2874864705
391	0.2872293091
392	0.2866952006
393	0.2864642843
394	0.2860449982
395	0.2856478882
396	0.2852554576
397	0.2848236847
398	0.2842842611
399	0.283953654
400	0.2835098521
401	0.2832124329
402	0.2829841614
403	0.2826035817
404	0.2821561686
405	0.2818273926
406	0.2816054281
407	0.2811496989
408	0.2807013194
409	0.2801990255
410	0.2798934682
411	0.2795878347
412	0.2793735758
413	0.2790678406
414	0.2786092122
415	0.2781676992
416	0.2777954102
417	0.2777158356
418	0.2774584452
419	0.2773572286
420	0.2770019531
421	0.2767386119
422	0.2763327026
423	0.2759432983
424	0.2755210368
425	0.2749662272
426	0.2746427409
427	0.2743330383
428	0.2739119975
429	0.273683726
430	0.2733813985
431	0.2731505839
432	0.2726796468
433	0.272271932
434	0.2719602458
435	0.2716857402
436	0.2712151082
437	0.2707670085
438	0.2704231008
439	0.2698849996
440	0.2695982361
441	0.2692472331
442	0.2687174479
443	0.2685055033
444	0.2681196594
445	0.2676704915
446	0.2672895304
447	0.2669417318
448	0.2665934499
449	0.2663032786
450	0.2659654999
451	0.2657832336
452	0.2653442891
453	0.2650168355
454	0.2645668538
455	0.2643002828
456	0.2640098572
457	0.2634712219
458	0.2630384827
459	0.2628433736
460	0.2623414358
461	0.2620429484
462	0.2617674764
463	0.2614776866
464	0.2610623678
465	0.2608098857
466	0.260439504
467	0.2602439117
468	0.2599791718
469	0.2598291524
470	0.259550883
471	0.2591255188
472	0.2587653605
473	0.2584639486
474	0.2581892141
475	0.2577654521
476	0.2573794301
477	0.2570920054
478	0.2567724609
479	0.2564096578
480	0.2560489909
481	0.2558142598
482	0.2553162638
483	0.2549859873
484	0.2545114136
485	0.2542035929
486	0.2541319021
487	0.2538255819
488	0.2535230509
489	0.253168335
490	0.2530286153
491	0.2526535543
492	0.2523281606
493	0.2521229808
494	0.251772817
495	0.2513362122
496	0.2510772451
497	0.2508540599
498	0.2505853526
499	0.2502914429
500	0.2498986308
501	0.2494774628
502	0.2491753133
503	0.2488345591
504	0.248479538
505	0.2483194733
506	0.2480119069
507	0.2479422506
508	0.24776474
509	0.2473363495
510	0.2470146179
511	0.2466141764
512	0.2463546244
513	0.2460858917
514	0.2457817078
515	0.2455516052
516	0.2450718689
517	0.2447765096
518	0.2444599915
519	0.2440720622
520	0.2437458547
521	0.2435532633
522	0.243126653
523	0.2428198242
524	0.2424663798
525	0.2422049967
526	0.2418585205
527	0.2415189362
528	0.241295344
529	0.2410514832
530	0.2406899516
531	0.2402815755
532	0.240024058
533	0.2397938538
534	0.2394061788
535	0.2390833028
536	0.2386609395
537	0.2383384959
538	0.2379978434
539	0.2377661641
540	0.2374380493
541	0.2370453389
542	0.2366878255
543	0.2362758382
544	0.235993042
545	0.2357546997
546	0.2355829112
547	0.2351718648
548	0.2348950958
549	0.2347055562
550	0.234293162
551	0.2341691589
552	0.2339499919
553	0.2336271159
554	0.2333610535
555	0.2330533854
556	0.2327810669
557	0.2324547577
558	0.2322406514
559	0.2318749491
560	0.2316982015
561	0.2315259552
562	0.2313039144
563	0.2311577861
564	0.2307574972
565	0.2304682922
566	0.2301276652
567	0.2298584493
568	0.229559199
569	0.2291774495
570	0.2287920125
571	0.2284666443
572	0.2280888875
573	0.2276430257
574	0.2274175008
575	0.2272554525
576	0.2270556641
577	0.2268504333
578	0.2266307068
579	0.2263376872
580	0.226137797
581	0.2259251149
582	0.2255831655
583	0.225368398
584	0.2250931295
585	0.224837443
586	0.2246834056
587	0.2242814636
588	0.2239127604
589	0.2236419932
590	0.2233354187
591	0.2229478455
592	0.2226992289
593	0.2222118886
594	0.2219570414
595	0.2217857869
596	0.221488444
597	0.2211927032
598	0.2208697255
599	0.2205836995
600	0.2203278097
601	0.2200901286
602	0.2198568217
603	0.2196161143
604	0.2192980194
605	0.2190809123
606	0.2190701548
607	0.2187322489
608	0.2185305278
609	0.218348643
610	0.2181500753
611	0.2179072571
612	0.2175721232
613	0.2174400838
614	0.21723821
615	0.2170552572
616	0.216763916
617	0.2164115906
618	0.2161061605
619	0.2158315023
620	0.2156759135
621	0.2154920705
622	0.2153173065
623	0.2151288859
624	0.2150356038
625	0.2145895894
626	0.2145458984
627	0.2141559347
628	0.2139370473
629	0.2137508901
630	0.2135957336
631	0.2132841619
632	0.212978007
633	0.2128303146
634	0.2124653371
635	0.2121644465
636	0.2119462331
637	0.2116916656
638	0.2113310496
639	0.2110349401
640	0.2108524831
641	0.2105229823
642	0.2103280894
643	0.2099915695
644	0.2097477086
645	0.2097441101
646	0.2095210012
647	0.2092579015
648	0.2089727275
649	0.208736674
650	0.2084475581
651	0.2082182439
652	0.2078864034
653	0.2077062098
654	0.2075676727
655	0.2072822444
656	0.2069270452
657	0.2067064158
658	0.2063136292
659	0.2061032104
660	0.2057805888
661	0.2056664022
662	0.2053995768
663	0.2051468913
664	0.2049549357
665	0.2047322464
666	0.2045239258
667	0.2042032242
668	0.2039292653
669	0.2038798396
670	0.2036684163
671	0.2035000738
672	0.2032317607
673	0.2029559453
674	0.2026794942
675	0.2024118551
676	0.2023285675
677	0.2021222051
678	0.201897316
679	0.2016809336
680	0.2014328512
681	0.2011594391
682	0.2008768336
683	0.2006776428
684	0.2004437383
685	0.2001892726
686	0.2000354258
687	0.1998935191
688	0.199662145
689	0.1994208399
690	0.1992403412
691	0.1989632161
692	0.1986856842
693	0.1985304006
694	0.1982872391
695	0.198082695
696	0.1979612859
697	0.197678477
698	0.1973623912
699	0.1971053441
700	0.1969295502
701	0.1967630895
702	0.1964390182
703	0.1961431249
704	0.1959317271
705	0.1956646983
706	0.1952974574
707	0.1950443776
708	0.1949547831
709	0.1947526805
710	0.1945378749
711	0.1942390188
712	0.1939889781
713	0.1937330882
714	0.1935615667
715	0.1934392802
716	0.1931835556
717	0.1930368932
718	0.1928160604
719	0.1925965373
720	0.1923044078
721	0.1920705541
722	0.191834844
723	0.1915545273
724	0.1914496104
725	0.1911341095
726	0.1909314346
727	0.1906154887
728	0.1904459763
729	0.1902767181
730	0.1902178446
731	0.1899683126
732	0.1897042084
733	0.1894611104
734	0.1892757924
735	0.1890712738
736	0.1887903595
737	0.1886868413
738	0.1884199142
739	0.1880384318
740	0.1878219859
741	0.1875320435
742	0.1872212728
743	0.1869709524
744	0.1867004903
745	0.1866732661
746	0.1865280024
747	0.1863743083
748	0.1861117681
749	0.1859952927
750	0.1857101695
751	0.1854747264
752	0.1852016703
753	0.1851201502
754	0.1849620183
755	0.1847071203
756	0.1844541931
757	0.1842715073
758	0.1841379293
759	0.183890419
760	0.1835787837
761	0.183441925
762	0.1831588236
763	0.1828262329
764	0.1826725388
765	0.1826270421
766	0.1824086761
767	0.1821872075
768	0.1819399007
769	0.1816789246
770	0.1816505559
771	0.1815124893
772	0.1812701925
773	0.1809996668
774	0.1807521566
775	0.18042998
776	0.1802983348
777	0.180080808
778	0.1799348704
779	0.1797711945
780	0.1795893351
781	0.1794098155
782	0.1793521881
783	0.179123497
784	0.1790048599
785	0.178772672
786	0.1787319565
787	0.178659579
788	0.1783951314
789	0.1782106781
790	0.1779718781
791	0.1776778539
792	0.1776570765
793	0.1773556137
794	0.1771103414
795	0.1768929545
796	0.1768757121
797	0.1767502975
798	0.1765303294
799	0.1761964162
800	0.1760219828
801	0.1757671992
802	0.1755477397
803	0.175525411
804	0.1753534698
805	0.1752327855
806	0.1750600179
807	0.1747907766
808	0.1745957692
809	0.1744035848
810	0.1742558289
811	0.1742424266
812	0.1741537603
813	0.173951683
814	0.1737064362
815	0.1734721247
816	0.1733095678
817	0.1731236521
818	0.1729592005
819	0.1727374522
820	0.1725161235
821	0.172248675
822	0.172050883
823	0.171840833
824	0.1717108409
825	0.1714953359
826	0.1713464864
827	0.1711913554
828	0.170888888
829	0.1706912486
830	0.1704921214
831	0.170380071
832	0.1702495193
833	0.1699785995
834	0.1699703725
835	0.169861145
836	0.1696754837
837	0.1696679433
838	0.1694680278
839	0.1691160711
840	0.1689683787
841	0.1689598465
842	0.1687806702
843	0.1686759694
844	0.168357137
845	0.1682241821
846	0.1681063207
847	0.1678526306
848	0.1675983683
849	0.1675933584
850	0.1675842539
851	0.167308375
852	0.167044131
853	0.1668171565
854	0.1665332158
855	0.1663658651
856	0.166185379
857	0.1660335668
858	0.1657676697
859	0.165727005
860	0.1654819616
861	0.1652861786
862	0.1652454631
863	0.1651277542
864	0.1650271352
865	0.1647305298
866	0.1646198018
867	0.1643549347
868	0.1643461863
869	0.1640475591
870	0.1638366445
871	0.1635285441
872	0.1632837296
873	0.1632758586
874	0.1632672373
875	0.1630161413
876	0.1629971313
877	0.1627900569
878	0.1627687327
879	0.1627432378
880	0.1627346802
881	0.1626996485
882	0.1624853516
883	0.1621845118
884	0.162177798
885	0.162048467
886	0.1618568293
887	0.1616511027
888	0.1614303207
889	0.1612481689
890	0.1610760498
891	0.1608335876
892	0.160610644
893	0.1605282466
894	0.1603779856
895	0.1602000682
896	0.1600144323
897	0.1598182933
898	0.1596288935
899	0.1594789632
900	0.1592847697
901	0.1591040929
902	0.1588639069
903	0.1586919912
904	0.1584488169
905	0.1584206899
906	0.1582406616
907	0.1580828349
908	0.1578749593
909	0.1578685125
910	0.1577060699
911	0.1575395203
912	0.1574885559
913	0.1572252401
914	0.1570616659
915	0.1567947769
916	0.1565507507
917	0.1563422139
918	0.1560679245
919	0.1559611638
920	0.1559445572
921	0.1557286072
922	0.1555503082
923	0.1554078166
924	0.1552754593
925	0.1551018651
926	0.1550164286
927	0.1550098674
928	0.1550018565
929	0.1549288305
930	0.1547186025
931	0.154556249
932	0.1543489075
933	0.1542010117
934	0.154001592
935	0.1537568919
